ds,yhat,yhat_lower,yhat_upper
2017-12-12,-1316.0307464263215,-8381.72422021254,5348.726801686004
2017-12-13,-851.2526922473089,-7132.879821074767,5900.803241390999
2017-12-14,-766.3063116469748,-7289.512172627883,5688.823657385171
2017-12-15,310.35734828664044,-6342.658266553426,7179.36254040937
2017-12-16,4193.710655854211,-2693.8305027247943,11137.680869669632
2017-12-17,3744.8033288438837,-2711.915487814057,11018.988270048361
2017-12-18,344.4550808418244,-6902.59738505168,6935.29886325414
2017-12-19,-901.8015914489442,-7837.68855835952,6664.305691540772
2017-12-20,-453.05240466230316,-7256.857495267726,6272.649115947399
2017-12-21,-394.77448376022676,-7372.181449400738,6685.892546115545
2017-12-22,645.5250691373649,-5694.544731103804,7369.687301727904
2017-12-23,4484.03550502442,-1981.3856606449065,11549.382332802303
2017-12-24,3983.2589856895806,-2749.044814301,10615.054188992832
2017-12-25,525.6590404506787,-5884.272955537296,6988.632072892004
2017-12-26,-781.4463079152702,-7488.432685719213,5980.130003296438
2017-12-27,-395.2691731373534,-7157.144783893725,6530.024438557503
2017-12-28,-399.3809930774887,-6432.65463269389,6351.635140831623
2017-12-29,580.5922278160997,-6121.669857963806,7550.8140504858375
2017-12-30,4362.640587397214,-2355.0090622069392,10962.986461291532
2017-12-31,3810.9338523852016,-2981.8314219824115,10715.684053690433
2018-01-01,309.4211675251563,-6326.323505710598,7382.221300297824
2018-01-02,-1033.318880179455,-7752.323164855252,5590.467718035993
2018-01-03,-673.4989991336815,-7744.298265335673,6112.451363844783
2018-01-05,280.0123022570706,-6478.687181719,7275.277589100822
2018-01-06,4066.5526346364495,-3061.326660032793,10734.64894452558
2018-01-07,3529.5747969424738,-3582.6206156984526,10872.721442122058
2018-01-08,52.4831136479861,-6772.308314683773,6662.002546037365
2018-01-09,-1256.9793228455046,-7505.622947457034,5206.63053477124
2018-01-10,-856.1240229273308,-7838.641746333282,6081.4452043489
2018-01-11,-829.1391591442989,-7515.830572713666,5579.156787405274
2018-01-12,197.2379159123393,-6720.417131427695,6955.832453492281
2018-01-13,4039.428918262345,-2626.397356041956,10688.88168578475
2018-01-14,3559.629447796262,-3004.836772474693,10187.759634628892
2018-01-15,139.4720193760295,-6773.210088894248,6838.123937945231
2018-01-16,-1115.0504335953374,-8094.606723434416,5327.515841548942
2018-01-17,-662.9239976924919,-6891.97545267477,6198.351118150504
2018-01-18,-589.8843954368567,-7352.398784265166,6282.590716855165
2018-01-19,475.95788977031407,-6091.570896093007,7364.852975368209
2018-01-20,4349.867767169204,-2185.333562901086,11055.640586536816
2018-01-21,3893.1354998944157,-2448.9359243257963,10451.329231896381
2018-01-22,486.76705828279137,-6634.899506146668,7200.111982798125
2018-01-23,-763.5737070440346,-7859.436036156286,6289.180002499612
2018-01-24,-316.8950500122337,-6565.537404587579,6156.351047442513
2018-01-25,-258.64799465532724,-7036.245364548504,6639.433319665636
2018-01-26,783.6389911533397,-5336.692886576792,7232.571851866946
2018-01-27,4626.091392757156,-1895.952181157335,11374.715523002422
2018-01-28,4131.111217678487,-2570.5617186349477,11188.807501442572
2018-01-29,681.0321559118356,-5771.686526302199,7609.112937510158
2018-01-30,-616.9801666235562,-7467.610159112764,5963.510313179928
2018-01-31,-220.30554107671287,-6483.137303563561,6777.269656549847
2018-02-01,-212.69120864103752,-6711.310603687529,6338.22231114111
2018-02-02,780.0596703868296,-5966.316494692973,7298.331524425024
2018-02-03,4575.764839934151,-1940.4581394639254,11248.450834948684
2018-02-04,4038.4318419722695,-2800.0158034458777,10728.339697273459
2018-02-05,551.8620540246093,-6196.143405346848,7496.899231281724
2018-02-06,-775.4960467636993,-7055.095792722639,5750.136147765351
2018-02-07,-399.9656331349861,-7493.094748006302,6334.2917468286905
2018-02-08,-404.49806990210345,-7076.464713655662,6236.38971510078
2018-02-09,585.6120840228177,-5985.171267044272,6790.3927496472015
2018-02-10,4388.3861925988285,-2591.4654886545836,10954.631111359093
2018-02-11,3867.7221417262344,-2844.6041643390913,10425.317918523426
2018-02-12,406.99979495220214,-6721.789139699097,7270.600934157949
2018-02-13,-886.0546044636594,-7009.824580147124,5947.171377124866
2018-02-14,-468.7666134746041,-7693.062530544906,6360.813511281617
2018-02-15,-425.34070687390613,-7245.652191132679,6343.722123075031
2018-02-16,617.4621518511749,-6262.395827619632,7234.711987617197
2018-02-17,4476.0279691698925,-2383.943094350339,11041.085501225612
2018-02-18,4012.500260943734,-2608.652900678404,11156.022374769705
2018-02-19,608.4395578850481,-5793.4733743527195,7088.510786561842
2018-02-20,-630.2556560657395,-7161.043888522687,5632.570563534556
2018-02-21,-162.68980875945817,-7118.386929111431,6004.845274255981
2018-02-22,-74.74100698887923,-6835.2771993171855,6589.402352849288
2018-02-23,1005.3150537875144,-5729.612236666037,7812.954457000753
2018-02-24,4892.557863976435,-2156.8667007255754,11934.668979189491
2018-02-25,4448.0760737085875,-2031.905288505909,10926.78843155375
2018-02-26,1052.663181090924,-5560.6487796112115,7378.444065966474
2018-02-27,-188.23376001873294,-6842.653943958058,6661.297927064365
2018-02-28,266.16343322188095,-6377.389270066612,6995.226257824364
2018-03-01,330.2017683908016,-6335.233564499017,6878.010237210196
2018-03-02,1376.1713054354914,-5798.629241145201,7971.663026131638
2018-03-03,5220.045699666707,-1659.1305851201935,11626.362815336328
2018-03-04,4724.113841749455,-1879.4101142673246,11331.084869211027
2018-03-05,1270.643680713286,-5612.624527019783,8160.225215406475
2018-03-06,-33.209604700325144,-6251.945109725216,6726.157139534169
2018-03-07,355.225885765105,-6476.109515942853,6863.928076607694
2018-03-08,352.32220383756703,-6409.181469613531,7593.641313574089
2018-03-09,1332.4668864596306,-5280.252032174539,7966.386321139553
2018-03-10,5113.741684458366,-1271.6754094701962,11308.026586859103
2018-03-11,4560.491277094797,-1969.4500891755563,11039.822454230954
2018-03-12,1056.9249170527219,-5601.387597140666,7766.06875448419
2018-03-13,-288.03497545004666,-6695.594007699662,6102.6208543771145
2018-03-14,69.82149593701888,-6692.189962539612,6547.7216694633435
2018-03-15,48.12602492176393,-6412.263733414904,6894.490732736806
2018-03-16,1022.2059189257716,-5891.255581594359,7209.379220229459
2018-03-17,4810.730209563353,-1972.202829911057,11343.305525085638
2018-03-18,4278.255707084267,-2197.1784625950286,11120.100419545968
2018-03-19,808.8167200626986,-6017.00551117439,7810.654683534173
2018-03-20,-489.2270708815331,-7200.6397500125395,6520.509120957541
2018-03-21,-72.60567311088562,-6897.80684586368,6419.781467876986
2018-03-22,-24.982660361179114,-6446.087081182714,6843.856424476216
2018-03-23,1027.3511031512999,-6238.203017174749,7976.69860166749
2018-03-24,4901.165867158312,-2128.0587035480826,11333.656997829206
2018-03-25,4458.890060283573,-1887.2917330487358,11350.730507129083
2018-03-26,1082.2583554586154,-5306.581297092317,7724.992354664173
2018-03-27,-122.77638167106306,-6690.9069507903905,6787.263173513934
2018-03-28,384.6098637927762,-6487.240872329159,6699.05933433832
2018-03-29,518.3384187420279,-5964.595314226941,7190.509208948234
2018-03-30,1649.8042701344211,-4988.529581428985,8367.888672348861
2018-03-31,5593.632559970886,-1096.061087042363,12357.73371930337
2018-04-01,5210.339784593948,-1496.3470806300063,12122.760290777487
2018-04-02,1880.0401594625791,-5284.817143207559,8583.652419304213
2018-04-03,707.4083024820729,-5869.832066241705,7470.269629923939
2018-04-04,1232.3738325698077,-5221.389012670461,8158.063852056369
2018-04-05,1368.3787983320954,-5617.124193685578,8154.188917022276
2018-04-06,2486.773916939889,-4298.390542496847,8862.846537250574
2018-04-07,6402.582900119309,-403.88124405695163,12902.679241198655
2018-04-08,5977.159076225114,-616.7507874783759,12595.582352891224
2018-04-09,2591.8747693760697,-3790.03310477246,9707.202836630287
2018-04-10,1353.0549392523635,-5602.299059714314,8039.656340733539
2018-04-11,1802.6313720580001,-5236.183357358927,9028.877724834914
2018-04-12,1856.3493567780788,-5431.635730132053,8151.459291697143
2018-04-13,2888.1041453538,-3381.6453988747576,9644.25148798506
2018-04-14,6715.638055811067,-268.139920291052,13537.556317627073
2018-04-15,6203.124230334532,-586.1775220641059,12511.100884391833
2018-04-16,2734.779483320376,-3832.057071288288,9808.882715075748
2018-04-17,1419.7198347314015,-5376.112866353625,8548.594395820617
2018-04-18,1802.5371690099455,-4935.326351892623,8719.102491942838
2018-04-19,1801.4311033472031,-4764.500459917446,8273.056667718427
2018-04-20,2792.4754520957804,-4047.811011316292,9658.533304582883
2018-04-21,6595.252115083042,239.37658922053836,13029.705825564755
2018-04-22,6075.380195312395,-808.7645038327688,12800.594375768162
2018-04-23,2618.0843489068275,-4384.950718632054,9021.591619605866
2018-04-24,1333.0172596368066,-5207.196465639924,7421.885857553277
2018-04-25,1764.8156678948271,-5279.611091266735,8887.526750970144
2018-04-26,1831.224691055003,-4903.787337869127,9074.260938601998
2018-04-27,2907.370119285717,-3621.3922367502496,9729.975628750182
2018-04-28,6811.411446691123,344.89820241511774,13765.608725564363
2018-04-29,6407.103010685415,-211.41694438893646,13008.611259408304
2018-04-30,3077.406455972197,-4286.53573131309,10008.588820282397
2018-05-01,1929.368295731756,-4604.198558830141,8707.295051630923
2018-05-02,2504.7405769505585,-4133.1430969906,9098.864975779707
2018-05-03,2718.1776988143665,-4165.833799471625,9487.153275734809
2018-05-04,3941.587161196055,-2605.0279969364815,10370.387253130419
2018-05-05,7989.864928762246,1210.1698914301533,14899.801194176289
2018-05-06,7723.540598582119,800.1370997186978,14595.191126910617
2018-05-07,4522.473351484145,-2426.1428746341576,11164.211935533402
2018-05-08,3490.8102337171117,-3199.6783499049243,10404.79689316454
2018-05-09,4167.68262057667,-2336.176919490244,11202.612564134555
2018-05-10,4465.471885142111,-2392.3293294610908,10705.228970714827
2018-05-11,5754.22020844058,-1025.452519465746,12805.719354437973
2018-05-12,9847.415610511594,2677.1303205630197,16486.08312974288
2018-05-13,9604.675062602046,2676.037752229431,16398.42550305091
2018-05-14,6405.465647711803,44.21218450599532,13666.342518964371
2018-05-15,5354.074643902798,-1291.2334832386566,12483.511417125994
2018-05-16,5990.304069256719,-1081.4842214341168,12647.906699861327
2018-05-17,6227.720765770392,-453.5971612670406,12638.1996919964
2018-05-18,7438.038376926808,721.0092826603144,14467.445081970262
2018-05-19,11436.86106942102,4547.180936906952,17796.91728951586
2018-05-20,11086.31396047476,4481.704571541641,18171.49043937504
2018-05-21,7768.701618703779,694.9042164455745,14263.40055004006
2018-05-22,6591.407174151504,-753.1483552661425,13465.759701487088
2018-05-23,7097.509452318398,333.534793091143,13705.35549815153
2018-05-24,7203.951248225244,593.3173561335109,13843.76834438415
2018-05-25,8285.837241308345,1221.2173967941685,15354.60198436772
2018-05-26,12159.395642637837,5433.596830383967,19227.5461069655
2018-05-27,11692.620488435969,4903.621576476703,18792.118785201725
2018-05-28,8270.75852545228,1093.2610310789437,14825.251877246475
2018-05-29,7003.834749113061,9.527634206283526,14104.596866501362
2018-05-30,7437.206050838242,755.4221714088322,14097.120181375878
2018-05-31,7489.675627414632,1161.618580667913,14509.971591614065
2018-06-01,8537.747970134713,1997.0706732590913,15281.814897339706
2018-06-02,12401.257494797805,6261.933068032432,19339.653535545076
2018-06-03,11945.898649396018,4742.77369602244,18426.67826501984
2018-06-04,8556.801332069641,2122.076831279528,15100.983253119546
2018-06-05,7343.366147077018,356.1773528616036,13373.807615787402
2018-06-06,7849.838383215904,1276.0933323382512,14307.269895029875
2018-06-07,7993.4547433461,1373.1546566511902,14829.029451243177
2018-06-08,9148.741662620665,2271.1286893353504,15932.569504976911
2018-06-09,13133.197017812423,6596.603555607156,20017.9494830621
2018-06-10,12809.881563675795,6024.591186669071,19477.359071480903
2018-06-11,9561.062230371896,2615.948781727286,16375.945963804446
2018-06-12,8493.119960835224,1905.9680337741688,15074.2923853643
2018-06-13,9147.199026493503,2311.206460765684,15453.31590721489
2018-06-14,9437.429859950134,2779.7003327293482,16138.561931754424
2018-06-15,10735.30226326106,3807.3128865842223,17005.09890211809
2018-06-16,14855.418879573746,8270.405585929222,21533.760891679172
2018-06-17,14658.15346496852,7931.2456317480255,20862.225574099943
2018-06-18,11523.354457779842,4995.05687888367,18405.354617172143
2018-06-19,10555.305091996212,3548.5446708895656,17121.6058913974
2018-06-20,11293.41580085095,4459.092115422286,18428.001195216555
2018-06-21,11650.480024977207,4682.948517733969,17765.835894705004
2018-06-22,12997.069648501096,6428.515315338826,19471.218871432204
2018-06-23,17147.299615973097,10325.096590613852,23977.82766765125
2018-06-24,16961.486236454697,10424.936648254443,23531.20336989478
2018-06-25,13819.839940166417,7243.253274451505,20395.06237075132
2018-06-26,12827.404288231015,6689.740147101683,19207.013961358305
2018-06-27,13524.717799094764,7143.00445041325,20349.61709362083
2018-06-28,13826.030760039881,7113.509779818959,20810.603015347977
2018-06-29,15103.654501892503,8603.655734952117,21517.537489396043
2018-06-30,19173.674106833758,12072.170542540009,25781.985718642434
2018-07-01,18898.550590911356,12170.142776980187,25598.00454363764
2018-07-02,15660.754934872817,8954.883882878443,22452.797330072084
2018-07-03,14567.647397636825,8146.376985978406,21251.207115495283
2018-07-04,15162.080288981215,8445.466440014516,22143.75447404949
2018-07-05,15360.557916830847,8597.345261474995,21962.942994895497
2018-07-06,16537.53262598752,9751.992484651992,22951.066254182817
2018-07-07,20511.06919075801,13602.733045838566,27382.70587887759
2018-07-08,20145.40471635428,13354.465825225741,26242.7782843882
2018-07-09,16824.547329773868,10061.191598342679,23811.182843583156
2018-07-10,15657.127775084427,9035.69363079859,22335.79044853303
2018-07-11,16186.982530817648,9731.406901197706,22972.528813194807
2018-07-12,16331.302360705984,9954.43032199015,22931.038567220578
2018-07-13,17464.925166890916,10641.485147060725,24233.182456122897
2018-07-14,21406.005126056152,14176.378732219817,27832.310518795053
2018-07-15,21018.584762612572,14566.08873119812,27558.90937499112
2018-07-16,17686.212542328478,11276.688943694373,24636.07052415909
2018-07-17,16516.819235009854,9585.619380174483,23094.41980346459
2018-07-18,17053.330660427873,10557.480848770962,24004.461183948362
2018-07-19,17211.84962338912,10901.992542835605,24066.412439765914
2018-07-20,18365.984737742718,11769.983901709791,24957.52628651689
2018-07-21,22332.556924646477,15112.614714469488,28705.60281542384
2018-07-22,21974.209057302032,15349.420898328086,29145.160732482436
2018-07-23,18673.060203070523,12478.371903568912,25917.0863399706
2018-07-24,17535.61666428807,11254.528286095898,23984.744830886306
2018-07-25,18103.41649926894,11219.797128776418,24730.358907089998
2018-07-26,18291.239539088092,11551.964801696507,24692.37958883326
2018-07-27,19471.45997231107,12669.300529410195,26260.335125840047
2018-07-28,23459.77183380038,16752.672465018524,29990.869345024406
2018-07-29,23117.81260782126,16415.381757078525,30207.87826037229
2018-07-30,19826.826324672205,13111.702837837462,26912.78726930666
2018-07-31,18692.57846620963,11749.866190796396,25747.00403941608
2018-08-01,19255.999652458275,12169.489584819577,25390.18460004272
2018-08-02,19431.390575739642,12358.369836123955,25956.57383727133
2018-08-03,20590.765844815618,13488.256615382244,27247.74247401954
2018-08-04,24549.567779667377,17932.544342702047,31285.88737020536
2018-08-05,24169.27615665181,17399.58720066932,31120.299208170272
2018-08-06,20831.056126551503,14106.96525306112,27453.859742143704
2018-08-07,19640.65748491232,13005.197016574883,26200.236768082457
2018-08-08,20139.043118822243,13325.59891532673,27104.739328916945
2018-08-09,20240.579903288613,13705.514201761067,26823.603470121874
2018-08-10,21317.37044176311,14087.199632637337,27761.453904829414
2018-08-11,25184.957320212554,18618.352150442795,31687.469251231676
2018-08-12,24704.9263770818,17871.653207987543,31406.7617072477
2018-08-13,21258.551568279763,14952.982249895058,28405.938073655252
2018-08-14,19951.694804267692,13028.870822938457,26572.53008681582
2018-08-15,20325.438612907426,13663.714414307138,26517.869637433854
2018-08-16,20294.284761945273,13790.911518092376,26990.47044916186
2018-08-17,21230.49693029465,14052.933566105048,27418.984928967813
2018-08-18,24949.81863712354,18028.514917997527,31065.743133029922
2018-08-19,24314.0923306967,18114.20250375568,31346.417646919115
2018-08-20,20704.92149718545,13975.328206968028,27706.956396780173
2018-08-21,19228.588353674466,12268.884618806966,26206.190301398816
2018-08-22,19426.70410209294,12622.648364609,26052.84131842951
2018-08-23,19214.42396796959,12179.969824329579,25735.311362745728
2018-08-24,19964.804203783875,13378.029096871558,26972.24051894431
2018-08-25,23494.53139111384,16781.743398095703,30356.1538577227
2018-08-26,22666.549136316105,15616.829727116185,29364.8297534283
2018-08-27,18863.72331249334,11630.82231085199,25558.281208139633
2018-08-28,17193.757832364237,10363.200314693586,23846.452588671968
2018-08-29,17199.837502921662,10658.705359642696,24234.658094102793
2018-08-30,16798.829933425615,10350.526171552427,23709.045752715538
2018-08-31,17365.62361311264,10537.67679801503,23728.186578142082
2018-09-01,20718.832627170537,13952.021450578946,26967.08491573598
2018-09-02,19723.393440743406,13285.445025048004,26672.169975929843
2018-09-03,15764.195435263027,8739.69817515642,22777.211356333934
2018-09-04,13950.957899639901,6884.758782660754,20404.521518995287
2018-09-05,13828.830914750215,7414.174994821866,20406.672830639553
2018-09-06,13316.553136899884,6207.099030271293,20223.517868825067
2018-09-07,13790.744750268792,7203.522208117998,20292.913776275032
2018-09-08,17071.567296856836,9818.049194349423,23958.24557148298
2018-09-09,16025.277104435598,9137.96188896054,22956.666018279095
2018-09-10,12037.815300011964,5460.298359156976,18785.341267746444
2018-09-11,10219.648386974499,3362.4337014559137,17416.01921606859
2018-09-12,10116.338032832185,3483.036334381908,16630.11676886495
2018-09-13,9646.674175686354,2912.7123333204495,16515.846382928266
2018-09-14,10186.950679522444,3723.373241028733,16782.925227590767
2018-09-15,13556.616031573607,6653.841680575883,20047.434211104213
2018-09-16,12620.82638339924,5816.141470145094,19188.45277381515
2018-09-17,8764.04427767447,2035.7697767019156,15634.275803307111
2018-09-18,7094.897150288354,433.887497371125,13709.210337896362
2018-09-19,7156.774113196701,223.88720307095628,13630.559215356518
2018-09-20,6865.994729506927,-304.0434571772605,13563.58661090998
2018-09-21,7596.128363947797,1297.9521586108135,14178.831675415906
2018-09-22,11163.695717419905,4254.063061956998,17850.295047717827
2018-09-23,10430.778744774572,3571.175020882009,17209.949062713917
2018-09-24,6778.68100380166,-122.72039282859984,14039.445999097701
2018-09-25,5312.851071874161,-1094.9215150582863,11696.966337877942
2018-09-26,5573.545961476551,-1661.3946890644668,12300.022630977248
2018-09-27,5474.066591834442,-1381.579214054948,11986.478110641914
2018-09-28,6379.81330074447,336.939799525762,13336.919100741663
2018-09-29,10110.035880298543,3226.739795652639,16396.21383336449
2018-09-30,9524.5136126982,2701.6160568766236,15882.854581401863
2018-10-01,6002.594944241622,-1174.1407024800926,12518.29066232045
2018-10-02,4648.163515743254,-1849.569459816193,11286.338141105534
2018-10-03,5000.335212433552,-2067.5033299583565,11852.673597557503
2018-10-04,4971.717335488461,-1389.4473209523703,12115.17036557415
2018-10-05,5932.8060865614525,-873.1259901245961,12556.247243486145
2018-10-06,9697.751868534437,2683.610184620175,16171.30810586169
2018-10-07,9127.016844436668,2049.8364312179774,16112.894719913866
2018-10-08,5601.065446368846,-1200.7401722492136,12685.042077238486
2018-10-09,4225.299558249654,-2023.0930235235217,10140.309694328342
2018-10-10,4540.714864002317,-2092.8031977078076,11267.753240216145
2018-10-11,4462.11047068081,-2621.252736040297,11222.378857532396
2018-10-12,5362.429247292706,-1457.932161062178,12751.29372256555
2018-10-13,9058.459842377939,2613.17688572077,15705.125769161128
2018-10-14,8413.426453535494,1431.86489385315,15356.820914994709
2018-10-15,4810.608799783935,-1662.8802666000986,11954.749407014113
2018-10-16,3358.205859862569,-4004.0864674734835,9829.004767384988
2018-10-17,3599.9217378521694,-3148.3920466092313,10686.691943584536
2018-10-18,3453.107613820889,-3301.7032181818477,10035.424698287974
2018-10-19,4293.038996957406,-2317.9214694151024,10852.490269430979
2018-10-20,7938.5608994727545,1740.8273215538168,15134.053593625327
2018-10-21,7254.628492624891,485.2782756659272,14005.754595557048
2018-10-22,3625.886975119552,-3052.044435995744,10429.337527300842
2018-10-23,2161.50525203865,-3983.519573482682,9066.128190264955
2018-10-24,2405.7425467189887,-4218.780515427479,9007.620313607304
2018-10-25,2276.0823696329744,-4062.7177600009477,9217.841617280115
2018-10-26,3147.5132192919264,-3486.960135293933,9946.625569756508
2018-10-27,6838.188478136289,406.7984433794229,13494.537549176035
2018-10-28,6211.992600418389,-374.59501492631836,13138.214814578536
2018-10-29,2652.156562004592,-3844.0372331226213,9014.880124957115
2018-10-30,1266.1361348672353,-5475.18286555158,8701.767244999222
2018-10-31,1596.230827518868,-4908.863184725908,8239.559576239197
2018-11-01,1557.7764242638395,-5213.177274167542,7993.75111610677
2018-11-02,2523.488838902076,-4424.291645512882,9237.511726000592
2018-11-03,6309.189965238698,-599.2490757754199,12857.3492393142
2018-11-04,5776.44076934007,-1106.2451033973646,12668.366035629915
2018-11-05,2306.222722178263,-4495.405634941106,8779.561514162402
2018-11-06,1003.8792978735764,-5894.06161240911,8238.021897834515
2018-11-07,1409.7936261881923,-5334.343418112963,8390.424409919811
2018-11-08,1437.6336141560269,-5594.493077299801,8527.623568846966
2018-11-09,2458.7408143597486,-4496.86744938934,9477.13275744637
2018-11-10,6287.892504148547,-346.2165959454008,12970.922969261008
2018-11-11,5785.96125690135,-776.4555479280888,12650.63310465538
2018-11-12,2333.612420691353,-4183.753255411472,9511.229604311464
2018-11-13,1036.250845851393,-5541.545936802656,7833.861975579679
2018-11-14,1434.692875581588,-5006.395088711776,7920.930904054175
2018-11-15,1443.395150703911,-5652.128022957958,8214.054150397213
2018-11-16,2434.8170451275473,-4212.7936597629505,9417.280917743483
2018-11-17,6225.147021774108,-330.23480391178265,12483.30474161467
2018-11-18,5676.918277628631,-639.457695554532,12670.021876589546
2018-11-19,2172.6554104564248,-4387.636554381295,9103.339572530507
2018-11-20,819.7649574676952,-5989.481830127677,7059.326838084869
2018-11-21,1161.1474759299736,-5383.590867959509,8067.762172828587
2018-11-22,1113.3644719477115,-5851.268585529573,7381.615134423791
2018-11-23,2050.938797276345,-4530.654629108039,8916.488616309847
2018-11-24,5792.0206033849245,-1064.814585040108,12907.52804408904
2018-11-25,5200.945964829911,-1541.1713169066848,12293.532987254115
2018-11-26,1661.8315421330235,-5090.348922412498,8948.138069280232
2018-11-27,283.4196185609144,-6217.946185967256,7461.920505348662
2018-11-28,609.6524697953882,-6539.665758459255,7554.467764156772
2018-11-29,557.8104291611025,-6430.154524675059,7590.335947019614
2018-11-30,1502.7930627989272,-5092.4259758459375,7862.564470349389
2018-12-01,5262.776054173699,-1459.047468625284,11392.652710239257
2018-12-02,4701.771122009067,-2388.5010374238536,11726.05746357975
2018-12-03,1203.2322508404131,-5349.176323373692,7482.888246752054
2018-12-04,-125.07782237168885,-7005.079302452822,6809.579064721936
2018-12-05,259.517415862284,-6041.1974500261485,7033.019368685509
2018-12-06,272.78523546874567,-6829.028131170808,7084.29470406405
2018-12-07,1287.9108309750109,-5403.443083657395,8145.102750831527
2018-12-08,5121.205892829392,-1686.758230812007,12063.751158030078
2018-12-09,4634.724360234655,-1939.2660258083447,10953.823313190142
2018-12-10,1209.9269733284837,-5415.072827346535,7660.578676060923
2018-12-11,-47.393159201123126,-6669.238610383412,6546.176045256102
2018-12-12,403.5525610126724,-5938.591303468316,6910.34813897809
2018-12-13,476.78060788839866,-6452.046175433647,6951.2764227737625
2018-12-14,1543.9135923655604,-5422.660162271141,8337.553812590355
2018-12-15,5419.934126177183,-1414.4976882964884,11815.895897654515
2018-12-16,4965.838754574084,-2000.0531790084017,11488.661505306194
2018-12-17,1562.3324790974993,-5118.792995553305,8303.249037748463
2018-12-18,314.77523573823873,-6121.635647396753,6397.3253497280075
2018-12-19,763.8562870243286,-6022.692381950043,7770.4589666706615
2018-12-20,823.827946371518,-5465.761912289941,7792.218053104185
2018-12-21,1866.8752478435354,-4690.379670662773,8592.125785004759
2018-12-22,5708.851584091819,-1185.372782099709,12039.474759488596
2018-12-23,5211.905359725536,-1563.7205969417982,11909.10375510168
2018-12-24,1758.1390281403364,-5137.698447953229,8201.172393999259
2018-12-25,454.5129646790956,-6049.614382250071,7701.992754840857
2018-12-26,843.4714302182547,-5866.077832308116,7350.563976595271
2018-12-27,841.1235073741209,-5250.36761293733,7802.864845326917
2018-12-28,1821.5572118135324,-4622.715347365746,8823.413038686214
2018-12-29,5602.51846778858,-1011.971291266335,12280.52574171011
2018-12-30,5047.981689416577,-1564.049167113942,11810.382592569915
2018-12-31,1541.7550071509022,-5060.066811036024,8816.9821690376
2019-01-01,192.33419144444633,-6741.842204910952,6967.614241684004
2019-01-02,543.4840067413543,-5717.151851695533,7348.635123869493
2019-01-03,512.3811935848362,-6350.717475782696,6927.191341025982
2019-01-04,1473.8983941062615,-5330.167846305341,7677.468328540812
2019-01-05,5246.261587539579,-1339.4374212769674,11800.97514201076
2019-01-06,4693.60839353751,-1757.6175678772154,11823.672193398414
2019-01-07,1199.5906200605905,-5390.003635305768,8071.877995095032
2019-01-08,-127.7648436798936,-6846.640806564729,6980.6511693069815
2019-01-09,254.54170268566213,-6729.614889098846,7010.548302114065
2019-01-10,262.65101230047003,-6198.0836195635675,6918.198372153854
2019-01-11,1270.1621703324427,-5805.730031132649,7437.127296041335
2019-01-12,5093.830446475187,-1706.6047768584606,11700.479890269015
2019-01-13,4596.17183655048,-2174.2316994407383,11232.421087466782
2019-01-14,1159.11625474041,-5643.620562120035,7641.862107885652
2019-01-15,-111.07806881164288,-7172.547862817422,6591.197059292073
2019-01-16,326.8278768513037,-6448.918998894819,6857.425354622353
2019-01-17,387.27642549984193,-6687.334918365699,6755.436693643331
2019-01-18,1442.2827287840046,-5623.2595132344,8237.407657542373
2019-01-19,5307.181154689193,-2014.1357254117206,11514.065763721477
2019-01-20,4843.273232385434,-1616.73273327028,11863.9653998347
2019-01-21,1431.517788656799,-4875.109741697007,8144.69779277205
2019-01-22,177.47471087664962,-6772.405974450246,6726.723822889607
2019-01-23,621.9783085460613,-5626.51522566263,7497.868941795199
2019-01-24,679.3716505259126,-6324.143340399092,7438.15148501881
2019-01-25,1721.8783974167063,-4646.901632909884,8840.295371721993
2019-01-26,5565.342009871337,-902.8818326720145,12653.574128641214
2019-01-27,5071.857196031291,-1288.5084084820967,12041.058302022326
2019-01-28,1623.434746241378,-5349.6359411272915,8338.842664560389
2019-01-29,326.9119614901874,-6444.437225872843,7369.3303011967855
2019-01-30,719.7824814576024,-5833.4776191503815,7476.5921149436135
2019-01-31,722.7940340385549,-6834.020061354442,7788.931202140756
2019-02-01,1709.8602088798443,-4835.703587480755,8387.999781346445
2019-02-02,5498.549507555047,-1300.2837945345086,11747.374501663942
2019-02-03,4952.662254792616,-1790.0712061137353,12176.186676275678
2019-02-04,1455.8413766337344,-5282.286147104707,8339.242045223387
2019-02-05,116.43091609203293,-6766.007421829763,7187.557715945649
2019-02-06,478.06087870261854,-5547.897040504293,7442.165291095018
2019-02-07,457.7925109371299,-6159.933225445256,7172.898672721816
2019-02-08,1430.403279848263,-5369.668372947172,8365.971510703992
2019-02-09,5214.044124014392,-764.9730760955578,12091.07651701466
2019-02-10,4672.79638617818,-1846.4444875046725,11652.98047501359
2019-02-11,1190.2719042162626,-5076.585417340519,7875.172478346232
2019-02-12,-125.52949555470514,-6950.8879712282405,6513.82963164601
2019-02-13,268.3735708522581,-6000.095716959481,6958.256247757973
2019-02-14,288.1075781339823,-6361.158118584842,7104.3681146181625
2019-02-15,1307.2563514690391,-5297.375548027404,8466.963275005652
2019-02-16,5142.553840513954,-1445.7190752940446,11819.232220383787
2019-02-17,4656.483781345374,-1904.9895639350907,10987.867185829713
2019-02-18,1230.928461391196,-5625.902591509711,7843.880646235673
2019-02-19,-27.920617016668984,-6909.495431495968,6081.372482045814
